-0.479992,-0.353724,0.245381
-0.0396959,0.0314565,-0.269799
-0.434837,0.17171,0.172125
0.417305,-0.111838,0.0186397
0.317727,-0.446811,-0.428677
0.0285122,0.164303,-0.47261
-0.111921,-0.415831,-0.0792135
0.179302,0.0854176,0.413219
0.33232,0.0258516,-0.391714
0.147762,-0.0806406,0.193143
0.393908,0.25171,-0.228045
-0.434434,0.226639,-0.164895
0.127333,0.246154,0.471396
-0.129275,-0.242843,0.463248
0.213754,0.243222,0.145458
-0.410222,0.126369,0.369319
-0.218198,-0.0610451,0.255835
-0.0213775,-0.251737,-0.216089
-0.135106,-0.320153,-0.0129433
0.38175,0.39284,-0.421858
0.388467,0.00434198,0.0156403
-0.173728,0.467176,-0.00578238
-0.224501,-0.392896,0.429854
-0.409201,0.000678811,-0.111224
-0.214001,0.397265,0.0285575
-0.034132,0.423341,-0.431919
0.251054,0.259396,0.314705
-0.359649,-0.464767,0.180917
0.353517,0.124362,0.226776
0.216396,0.47948,0.373029
-0.256133,-0.185931,-0.143025
0.0127428,0.087469,0.332142
-0.0844025,0.32785,-0.221455
-0.0812212,0.0358118,-0.0307993
-0.204276,-0.308805,-0.332429
0.0687886,0.290309,-0.448268
0.0330718,-0.00145909,0.437146
0.238361,0.0524005,0.375108
0.119855,0.328358,-0.326623
-0.275759,0.206122,-0.35479
-0.392649,-0.216395,-0.47712
-0.0822785,-0.454199,0.201427
0.420381,-0.249686,-0.30634
-0.175162,0.371511,0.145976
-0.335678,0.174092,-0.109618
-0.107784,-0.000248609,-0.338368
0.0836992,0.331753,0.0865043
0.437192,0.0539003,-0.337775
0.463973,-0.087584,-0.343853
0.0623027,-0.237959,-0.011026
-0.0345307,0.442651,-0.35901
-0.288233,-0.17352,0.124098
-0.358356,0.145204,0.116769
0.29095,-0.242072,-0.0226255
-0.106258,-0.28488,-0.45276
0.385607,-0.0705625,-0.34366
0.429587,-0.0860995,-0.354059
0.370222,-0.391513,-0.324289
-0.411779,-0.129275,-0.237065
-0.350295,0.271827,-0.042905
-0.144457,-0.0457918,0.296587
0.414407,0.14558,-0.273362
0.172409,0.392565,-0.239879
0.346425,-0.0275882,0.00571764
0.096378,0.304859,0.24561
-0.0362448,0.433313,0.127429
-0.0582429,0.311709,0.181422
0.194118,0.46766,0.436238
0.337219,-0.202256,0.0359287
0.0138573,-0.380703,-0.0825327
0.073648,0.361503,-0.0575629
0.220558,0.354493,0.207017
0.288692,0.198274,0.232047
-0.461671,0.37059,0.0239879
-0.0352102,-0.417414,0.204885
-0.0106146,0.160972,0.174767
-0.288427,0.399969,0.351247
0.374418,0.0421904,-0.346373
-0.0476665,0.469788,-0.273089
-0.0518175,-0.176897,0.0140731
0.366244,-0.0578635,-0.0311695
0.294384,-0.129448,-0.276942
0.479152,-0.33254,0.125269
0.111696,-0.479429,-0.479156
0.262418,0.218242,-0.17359
-0.0789852,0.175194,0.17334
-0.282949,0.322963,0.200564
0.31556,-0.389233,-0.401532
0.253445,0.124389,-0.274702
-0.274995,-0.402182,-0.10673
0.434073,0.429643,-0.105741
-0.221554,0.184482,-0.207326
0.265791,0.272511,-0.0744386
-0.20913,-0.293791,-0.469136
-0.295849,0.463906,-0.245708
0.306937,-0.349003,-0.0977821
0.0969697,-0.310195,0.315221
-0.328578,0.46842,-0.233118
-0.255745,-0.382428,-0.269366
0.129329,0.188167,0.282979
0.188393,0.242823,0.16274
0.128093,-0.425817,0.094288
-0.262073,-0.173973,0.191841
-0.367261,0.252068,0.0250783
0.0517549,0.0844694,-0.16352
0.19487,-0.342677,-0.32478
-0.0140878,0.345817,0.300735
0.0545624,0.229437,-0.176633
-0.350081,0.0274063,-0.181691
0.0845944,0.0173602,-0.0663861
-0.231511,-0.124583,-0.102703
-0.0510087,-0.0231396,-0.107682
-0.211879,-0.404867,-0.125048
-0.236235,0.164913,0.169187
0.0133789,0.219464,0.211937
0.426963,-0.0377306,0.422557
-0.171302,-0.0379832,0.0164595
0.154901,-0.0942404,0.101414
0.467043,-0.335622,0.163294
-0.149935,0.0400418,0.0218954
0.316069,-0.465647,-0.216759
